C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_30_948.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_30_948.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_30_948.jpg, 0, 0.6662491, 0, 1.05813
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_31_052.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_31_052.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_31_052.jpg, 0, 0.9791249, 0, 2.075774
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_31_160.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_31_160.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_31_160.jpg, 0, 1, 0, 3.251724
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_31_274.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_31_274.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_31_274.jpg, 0, 1, 0, 4.659284
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_31_387.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_31_387.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_31_387.jpg, -0.1005557, 1, 0, 6.039435
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_31_496.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_31_496.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_31_496.jpg, 0, 1, 0, 7.182624
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_31_597.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_31_597.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_31_597.jpg, 0, 1, 0, 8.317442
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_31_706.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_31_706.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_31_706.jpg, -0.07815422, 1, 0, 9.663381
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_31_810.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_31_810.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_31_810.jpg, -0.2249747, 1, 0, 10.74382
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_31_917.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_31_917.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_31_917.jpg, 0, 1, 0, 11.67686
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_32_020.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_32_020.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_32_020.jpg, 0, 1, 0, 12.94362
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_32_132.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_32_132.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_32_132.jpg, 0, 1, 0, 14.25178
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_32_229.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_32_229.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_32_229.jpg, 0, 1, 0, 15.31894
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_32_329.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_32_329.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_32_329.jpg, 0, 1, 0, 16.27244
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_32_441.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_32_441.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_32_441.jpg, 0, 1, 0, 17.4686
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_32_547.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_32_547.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_32_547.jpg, -0.3168263, 1, 0, 18.65499
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_32_658.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_32_658.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_32_658.jpg, 0, 1, 0, 19.53473
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_32_765.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_32_765.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_32_765.jpg, 0, 1, 0, 20.76515
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_32_878.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_32_878.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_32_878.jpg, 0, 1, 0, 21.83381
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_32_987.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_32_987.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_32_987.jpg, 0, 1, 0, 23.00425
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_33_105.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_33_105.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_33_105.jpg, 0, 1, 0, 24.16819
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_33_215.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_33_215.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_33_215.jpg, 0, 1, 0, 25.13099
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_33_319.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_33_319.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_33_319.jpg, 0, 1, 0, 26.08694
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_33_430.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_33_430.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_33_430.jpg, -0.1239724, 1, 0, 27.21465
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_33_542.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_33_542.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_33_542.jpg, -0.1382575, 1, 0, 28.09979
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_33_649.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_33_649.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_33_649.jpg, 0, 1, 0, 29.20448
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_33_756.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_33_756.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_33_756.jpg, -0.09031422, 1, 0, 30.11714
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_33_868.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_33_868.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_33_868.jpg, -0.04466912, 1, 0, 30.19032
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_33_968.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_33_968.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_33_968.jpg, 0, 1, 0, 30.19008
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_34_079.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_34_079.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_34_079.jpg, 0, 1, 0, 30.19026
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_34_181.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_34_181.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_34_181.jpg, 0, 1, 0, 30.1903
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_34_287.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_34_287.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_34_287.jpg, 0, 1, 0, 30.1903
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_34_393.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_34_393.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_34_393.jpg, 0, 1, 0, 30.19029
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_34_493.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_34_493.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_34_493.jpg, -0.04080439, 1, 0, 30.18991
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_34_597.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_34_597.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_34_597.jpg, -0.189379, 1, 0, 30.18106
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_34_700.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_34_700.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_34_700.jpg, 0, 1, 0, 30.18961
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_34_806.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_34_806.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_34_806.jpg, 0, 1, 0, 30.19028
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_34_908.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_34_908.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_34_908.jpg, 0, 1, 0, 30.19029
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_35_019.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_35_019.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_35_019.jpg, 0, 1, 0, 30.19031
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_35_129.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_35_129.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_35_129.jpg, 0, 1, 0, 30.19034
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_35_233.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_35_233.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_35_233.jpg, 0, 1, 0, 30.19029
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_35_340.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_35_340.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_35_340.jpg, 0, 1, 0, 30.19029
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_35_448.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_35_448.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_35_448.jpg, 0, 1, 0, 30.19031
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_35_555.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_35_555.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_35_555.jpg, 0, 1, 0, 30.19034
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_35_665.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_35_665.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_35_665.jpg, -0.1744103, 1, 0, 30.18171
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_35_775.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_35_775.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_35_775.jpg, -0.1307943, 1, 0, 30.19035
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_35_883.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_35_883.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_35_883.jpg, 0, 1, 0, 30.18974
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_35_984.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_35_984.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_35_984.jpg, 0, 1, 0, 30.19018
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_36_085.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_36_085.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_36_085.jpg, 0, 1, 0, 30.1903
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_36_191.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_36_191.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_36_191.jpg, 0, 1, 0, 30.19063
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_36_300.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_36_300.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_36_300.jpg, 0, 1, 0, 30.19032
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_36_405.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_36_405.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_36_405.jpg, 0, 1, 0, 30.19043
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_36_514.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_36_514.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_36_514.jpg, 0, 1, 0, 30.19029
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_36_619.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_36_619.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_36_619.jpg, -0.04426911, 1, 0, 30.18986
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_36_733.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_36_733.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_36_733.jpg, -0.2924234, 1, 0, 30.17057
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_36_837.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_36_837.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_36_837.jpg, 0, 1, 0, 30.18912
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_36_950.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_36_950.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_36_950.jpg, 0, 1, 0, 30.19009
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_37_052.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_37_052.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_37_052.jpg, 0, 1, 0, 30.19024
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_37_152.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_37_152.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_37_152.jpg, 0, 1, 0, 30.19028
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_37_256.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_37_256.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_37_256.jpg, 0, 1, 0, 30.19015
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_37_366.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_37_366.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_37_366.jpg, 0, 1, 0, 30.19032
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_37_467.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_37_467.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_37_467.jpg, 0, 1, 0, 30.19026
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_37_576.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_37_576.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_37_576.jpg, 0, 1, 0, 30.19029
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_37_681.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_37_681.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_37_681.jpg, 0, 1, 0, 30.19031
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_37_791.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_37_791.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_37_791.jpg, 0, 1, 0, 30.19031
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_37_899.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_37_899.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_37_899.jpg, -0.2867434, 1, 0, 30.16998
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_38_004.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_38_004.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_38_004.jpg, 0, 1, 0, 30.18962
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_38_114.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_38_114.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_38_114.jpg, 0, 1, 0, 30.19024
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_38_220.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_38_220.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_38_220.jpg, 0, 1, 0, 30.19074
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_38_329.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_38_329.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_38_329.jpg, 0, 1, 0, 30.19004
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_38_438.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_38_438.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_38_438.jpg, 0, 1, 0, 30.1904
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_38_548.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_38_548.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_38_548.jpg, -0.1891448, 1, 0, 30.18064
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_38_655.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_38_655.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_38_655.jpg, 0, 1, 0, 30.19007
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_38_765.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_38_765.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_38_765.jpg, 0, 1, 0, 30.19027
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_38_872.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_38_872.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_38_872.jpg, 0, 1, 0, 30.19031
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_38_973.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_38_973.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_38_973.jpg, -0.2349703, 1, 0, 30.17753
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_39_075.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_39_075.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_39_075.jpg, 0, 1, 0, 30.18935
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_39_184.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_39_184.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_39_184.jpg, -0.2045965, 1, 0, 30.1816
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_39_288.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_39_288.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_39_288.jpg, 0, 1, 0, 30.18984
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_39_391.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_39_391.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_39_391.jpg, -0.1177673, 1, 0, 30.18788
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_39_495.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_39_495.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_39_495.jpg, -0.3998126, 1, 0, 30.15886
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_39_597.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_39_597.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_39_597.jpg, -0.1556292, 1, 0, 30.19165
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_39_710.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_39_710.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_39_710.jpg, -0.4607202, 1, 0, 30.16321
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_39_819.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_39_819.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_39_819.jpg, -0.168259, 1, 0, 30.1937
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_39_930.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_39_930.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_39_930.jpg, 0, 1, 0, 30.18934
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_40_037.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_40_037.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_40_037.jpg, 0, 1, 0, 30.19026
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_40_144.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_40_144.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_40_144.jpg, 0, 1, 0, 30.19043
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_40_245.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_40_245.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_40_245.jpg, 0, 1, 0, 30.19076
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_40_351.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_40_351.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_40_351.jpg, 0, 1, 0, 30.1899
C:\selfdrivingcar\training_data\IMG\center_2020_04_17_15_51_40_460.jpg, C:\selfdrivingcar\training_data\IMG\left_2020_04_17_15_51_40_460.jpg, C:\selfdrivingcar\training_data\IMG\right_2020_04_17_15_51_40_460.jpg, 0, 1, 0, 30.19005
